数据表,,app_inp_sheet_exec_modify,住院单据执行信息修改缓存表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-医疗应用数据-转诊（院）记录
字段,,create_operator,创建人,prod_version_release_master,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,dbp,舒张压,tri_body_sign_record,,健康医疗数据规范-健康状态数据-检验检查数据
字段,,nationality_code,民族,dm_malignancy,健康医疗数据规范-个人属性数据-人口统计信息-民族,
字段,,operation_code_7,手术编码7,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,electronic_health_card_no,,pat_prepay_register_info_tmp,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
字段,,operation_name_18,手术名称18,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
数据表,,dic_icd10_class_dict,国际疾病分类类别字典,,,
字段,,operation_code_19,手术编码19,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,operation_anesth_method_9,手术麻醉方式9,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,operation_code_21,手术编码21,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
数据表,,dic_basic_dict,基本字典,,,
字段,,staff_introduce,,com_staff_basic_info_wyc,健康医疗数据规范-个人属性数据-人口统计信息-民族,
数据表,,emr_data_reference_source_dept,数据引用来源科室分发表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,cost_accounting_clinic_group,,dic_clinic_group_dict_upt,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operation_date_36,"手术日期36 格式 yyyy-MM-dd HH:mm:ss",emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,linkman,联系电话,pat_appointment_process,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,id_no,身份证件号码,dm_malignancy,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,patient_id,病人ID,pres_inp_pres_nutrition_transfer,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,blood_pressure,血压,emr_nursing_vital_sign,,健康医疗数据规范-健康状态数据-体格检查
字段,,patient_id,病人全局唯一标识,com_card_maintain_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,now_diag_name,当前诊断名称,pat_admission_record,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
字段,,insur_fund_pay,医保统筹基金支付#|#|,ins_outp_settle_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,patient_id,,emr_nursing_blob_data,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,patient_id,病人ID,com_medical_comfirm_drug_records,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,confirmed_diag_date,确诊日期,dm_hyper_diagnose,,健康医疗数据规范-医疗应用数据-诊断信息-诊断时间
字段,,operation_begin_5,手术开始时间5,emr_case_attached_operate_info,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
数据表,,pres_price_item_template,价项模板表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,dic_pi_adjust_price_bill_log,价表调价单据主表变更记录表,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,event_no,住院号,emr_case_appendix_info_lz,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,admission_state_19,出院诊断入院病情19,emr_case_diag_info,,健康医疗数据规范-医疗应用数据-入院记录
字段,,allergy_drug,过敏药物,emr_case_admission_info,,健康医疗数据规范-健康状态数据-过敏史
字段,,operation_assist_2_4,手术二助4,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,regcost_prepay,,pat_outp_patient_clinic_info_dupt,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,emr_confirm_log,记录病历确认日志信息,,,
数据表,,emr_nursing_blob_data,,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,健康医疗数据规范-医疗应用数据-护理记录
字段,,operate_level_code_9,手术等级9,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
字段,,present_addr_town,现住地址-乡（镇、街道办事处）,dm_smi_diagnose,健康医疗数据规范-个人属性数据-人口统计信息-住址,
数据表,,ycj_temp,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,receive_prepay_dept_code,收预交金科室,cha_inp_prepay_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,send_operator,发送人,app_dosage_vein_send_master,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,event_no,住院号,pres_apply_elec_check_master,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,registe_dept_code,登记科室#|#|,pres_day_chemotherapy_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,execute_dept,执行科室,mob_blood_record,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,pat_share_prepay_record,病人共享记录预交金表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录
字段,,register_dept_code,登记科室,pat_patient_disease_prove_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,operation_date_10,"手术日期10 格式 yyyy-MM-dd HH:mm:ss",emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,cost,,cha_outp_orders_detail_dupt,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,pres_code,医嘱代码#|#|,cln_used_pres_record,,健康医疗数据规范-医疗应用数据-医嘱信息
数据表,,dev_database_error_config,数据库错误配置表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,psn_name,,zy_setl_d,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,present_address_door_num,现住址-门牌号码,emr_dump_case,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,diag_id_19,出院诊断ID19,emr_case_diag_info,,健康医疗数据规范-医疗应用数据-出院小结
数据表,,audit_ddl_log_bak,DDL审计日志#|,,健康医疗数据规范-个人属性数据-个人通讯信息-账号及关联信息,
字段,,event_no,住院号,mob_blood_record,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,refund_cost,,cha_outp_charge_detail_dupt,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operation_date_24,"手术日期24 格式 yyyy-MM-dd HH:mm:ss",emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
数据表,,emr_dump_case_fee,EMR_DUMP_CASE_FEE,,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,advice,建议,dru_rational_check_result,,
数据表,,fine_process_message,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,etpl_custom_de_class,自定义数据元类别表,,,
字段,,certno,,zy_mdcs_fund_setl_list_d,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,diag_name_11,诊断名称11,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
字段,,operation_name_8,手术名称8,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,patient_id,病人ID,pat_primary_index_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,ins_except_material_collate,单病种除外材料对照医保,,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,patient_id,,pat_targeted_card_master_dupt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,apply_dept_code,开单科室,set_order_refund_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,allergy_history,过敏史,pres_outp_operation_record,,健康医疗数据规范-健康状态数据-过敏史
字段,,event_no,住院号,emr_dump_case_diag,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,patient_id,,emr_drg_pre_audit_record_upt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,dru_drug_store,药品库存表,,,健康医疗数据规范-卫生资源数据-医院运营数据-物资数据
数据表,,emr_operation_template,手术模板表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,com_special_drug_apply_dept_config,特殊药品开单科室分发表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
数据表,,dvp_sql_execute_records,数据库变更执行情况（记录已经执行的记录）,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,emr_outp_dump_record,门诊病历非转储数据元信息表,,,
字段,,event_no,住院号,emr_drg_result_record,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
数据表,,app_anesthesia_recycle_record,摆药记录单据号(作废),,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,patient_id,病人id,bill_arrearage_detail,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,charge,应付费用#|#|,app_inp_apply_sheet,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,qr$_resi_invoice_month,,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,icd10_name,ICD10诊断名称,ins_inp_single_disease_reg,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
字段,,org_name,机构名称,pat_admission_referral_record,,
字段,,date_centre_name,数据中心名称,ins_outp_register_info,,
字段,,name,本人姓名,dm_diabetes_diagnose,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,diag_name_12,诊断名称12,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
字段,,patient_id,病人id,pat_patient_tumor_stage,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,dept_code,科室,set_settle_order_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,dvp_db_deploy_type_dict,数据库部署类型字典,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,refund_cost,退费金额,set_account_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,costs,,inp_bill_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,event_no,住院号,mob_prescribe_execute_record,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,patient_id,,emr_basic_info_upt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,emr_history_clinic_record,既往诊疗记录表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-病程记录
数据表,,emr_case_config_info,新病案首页配置信息表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,emr_case_attached_operate_info,,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,健康医疗数据规范-医疗应用数据-手术记录-手术等级;健康医疗数据规范-医疗应用数据-手术记录-手术时间;健康医疗数据规范-医疗应用数据-麻醉记录
数据表,,dru_drug_confect_detail,制剂出入库细表,,,
字段,,event_no,住院号,emr_dump_outpatient,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,patient_id,,pres_antib_apply_record_dupt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,patient_summary,,emr_consultation_apply_record_upt,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,patient_id,病人id,ins_exanthe_record_master,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,patient_id,病人ID#|#|,app_outp_infusion_confect,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,operation_assist_1_17,手术一助17,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,psn_no,,mz_fee_list_d,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,charge,应付费用#|#|,app_inp_apply_sheet_pool,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,ins_inp_settle_extend,住院医保结算扩展表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,cost,,cha_outp_charge_detail_cache_dupt,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operation_code_3,手术编码3,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,cost,金额#|#|,app_dept_return_drug_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,emr_nursing_shift_config,科室交班模板配置表,,,
字段,,operation_name_5,手术名称5,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,operation_code_5,手术编码5,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,operation_assist_2_30,手术二助30,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,costs,,inp_bill_detail_tmp,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,charge_group_code,收费分组代码,app_outp_lay_drug_pool_examina,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录
字段,,patient_id,,pat_prepay_register_info_tmp,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,operation_level_30,手术操作级别30,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
数据表,,com_drug_io_class_update_log,出入库修改日志,,,健康医疗数据规范-卫生资源数据-医院运营数据-物资数据
字段,,patient_id,病人ID,com_inp_case_no_reuse,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,doctor_code,下诊医生代码,emr_patient_current_diag,,健康医疗数据规范-医疗应用数据-诊断信息-诊断医生
字段,,dept_code,科室编码,etpl_emr_fragment_info,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,operation_plan_time,手术安排操作时间,pres_operation_record_bak,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,present_address_door_num,现住址-门牌号码,emr_case_basic_info,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,return_operator_code,退号人#|#|,pat_outp_patient_clinic_info,,
字段,,lay_drug_unit,发药数量单位#|#|,pres_outp_pres_detail,,
字段,,operate_level_code_11,手术等级11,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
数据表,,ins_inp_estimate_settle,住院医保预结算记录,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,patient_id,,emr_drg_pre_audit_record_dupt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,apply_dept_code,申请科室,app_staff_medical_bill_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,fine_swift_metadata,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,dru_mailing_record,药品代煎邮寄登记表,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-人口统计信息-联系人信息;健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,operation_code_19,手术编码19,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
数据表,,qrtz_scheduler_state,调度器状态,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,diag_code_39,诊断编码39,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
数据表,,com_imp_excel_ds_map,EXCEL导入数据源映射,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,emr_drg_upload_log,DRG上传记录表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,
数据表,,rul_rule_cfg_dict_reference,规则配置字典引用情况表,,,
字段,,transfusion_start_operator,用药执行人,mob_pda_dosage_vein_carry_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,family_history,家族史,emr_dump_admission_record,,健康医疗数据规范-健康状态数据-家族史
数据表,,sync_ddl_execute_record_detail,DDL语句执行记录细表,,,
字段,,agent_certificate_id,代办人身份证,pat_blood_breaks_info_master,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,platelets,血小板,emr_case_appendix_info_lz,,
数据表,,pres_add_operation_record,附加手术记录,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,operation_level_19,"手术操作级别19 格式 yyyy-MM-dd HH:mm:ss",emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
字段,,emr_content,内容,emr_content,,健康医疗数据规范-医疗应用数据-门（急）诊病历
数据表,,qua_tq_emr_tmpl_close,病历模板与时限病历关联关闭#|#|用于病历保存时通过病历模板关联关闭已触发的时限规则,,,
字段,,operation_name_39,手术名称39,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
数据表,,com_query_condition,查询条件表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,dru_outp_send_drug_pool,门诊发药池,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,dic_third_dept_dict,第三方系统科室字典,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,event_no,住院号,emr_nursing_pro_measure_record,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,pres_no,医嘱号,dru_rational_check_result,,
字段,,rederral_doctor_name,转诊医生姓名,hms_referral_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,content,消息内容,com_message_pool,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,personal_history,个人史,emr_dump_admission_record,,健康医疗数据规范-健康状态数据-主诉
字段,,name,本人姓名,dm_diabetes,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,event_no,住院号,emr_paper_status,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,operation_name_1,手术名称1,pres_operation_apply_record,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
数据表,,cha_outp_account_master,门诊结账主表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,operate_level_code_15,手术等级15,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
字段,,operation_level_16,手术操作级别16,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
字段,,country,国籍,emr_case_medical_record_data_record,健康医疗数据规范-个人属性数据-人口统计信息-国籍,
字段,,vaild_flag,有效科室,com_tend_dept_give_dict,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,prod_version_release_master,程序版本发布主表,,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operation_code_10,手术编码10,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,approver,审批人,ins_exanthe_record_detail,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,pat_outbreak_contact_history_list,疫情接触史名单,,,健康医疗数据规范-公共卫生数据-传染病疫情数据
字段,,recovery_fee,康复类-康复费,emr_case_fee_info,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,patient_id,病人ID#|#|,pat_outp_patient_clinic_info,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,drug_name,药品名称,dru_rational_check_result,,健康医疗数据规范-医疗应用数据-用药信息-药品名称
字段,,special_dept_code,特殊科室代码,dic_hospital_ip_dict,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,register_addr_village,户籍地址-村（街、路、弄等）,dm_malignancy_diagnose,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,contact_telephone,联系人电话,sys_group_injury_event,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,director_dept_code,主管医生科室,pat_admission_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,admission_dept_code,入院科室,emr_case_medical_record_data_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,event_no,住院号,ins_outsourcing_drug_records,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,dept_code,科室代码,emr_nursing_dept_template,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,cln_scheme_schedule,临床路径方案日程,,,健康医疗数据规范-医疗应用数据-病程记录
字段,,operation_level_5,手术操作级别5,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
字段,,opter_name,,zy_fee_list_d,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,event_no,住院号,emr_nursing_stat_change_log,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,derate_cost,减免金额#|#|,cha_inp_charge_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operation_name_11,手术名称11,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
数据表,,etpl_template_script_rlt,病历模板脚本关联表,,,
数据表,,zd_charge_item_test,,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,dru_purchase_master,药品采购主表,,,健康医疗数据规范-卫生资源数据-医院运营数据-采购数据
字段,,event_no,住院号,pat_patient_interview_record_master,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
数据表,,dru_solvent_contrast,溶媒药品对照表,,,
字段,,event_no,住院号,emr_dump_case,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,nursing_fee,综合医疗服务类-护理费,emr_case_fee_info,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,dic_card_type_dict,就诊卡类型字典,,健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号,
字段,,cost,,pres_inp_check_elec_record_dupt,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,clinic_room_code,诊室代码#|DIC_DEPT_CLINIC_ROOM_DICT#|,apt_queue_record_arch,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,patient_id,,emr_patient_de_value,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,tcm_decoction_method,中药煎煮方法,emr_dump_discharge_record,,健康医疗数据规范-医疗应用数据-手术记录-用药记录
字段,,diag_time,诊断时间,emr_patient_diag_record,,健康医疗数据规范-医疗应用数据-诊断信息-诊断时间
字段,,medical_service_fee,,emr_dump_case,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,pres_sub_no,医嘱子序号,dru_drug_delivery_record_detai,,健康医疗数据规范-医疗应用数据-医嘱信息
数据表,,dic_boil_method_dict,中药煎药方法字典,,,
数据表,,dru_dept_balance_dict,科室药品结余表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,operation_code,手术代码,pres_day_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,diag_name_2,诊断名称2,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
数据表,,emr_dump_operation_record,记录手术记录数据信息,,健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-手术记录-手术等级;健康医疗数据规范-医疗应用数据-手术记录-医护人员;健康医疗数据规范-医疗应用数据-手术记录-手术名称;健康医疗数据规范-医疗应用数据-手术记录-手术编码;健康医疗数据规范-医疗应用数据-麻醉记录
字段,,diag_code_4,诊断编码4,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,patient_sex,性别,pat_temperature_register,健康医疗数据规范-个人属性数据-人口统计信息-性别,
字段,,user_tel,电话,train_user_record,健康医疗数据规范-个人属性数据-医护人员信息-联系电话,
字段,,patient_id,,emr_case_data_log_upt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,certno,,zy_mdtrt_d,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,present_addr_town,现住地址-乡（镇、街道办事处）,dm_hyper_diagnose,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,doctor_name,医生姓名,gcp_research_project_info,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,anesth_method_code_4,麻醉方法4,pres_operation_record_bak,,健康医疗数据规范-医疗应用数据-麻醉记录
数据表,,zy_report_role_config,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,dept_code,科室代码,com_dept_ehc_office_code_config,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,contact_phone,联系电话,emr_copy_record,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,memo,备注说明,prod_user_login_record,健康医疗数据规范-个人属性数据-人口统计信息-职业,
字段,,derate_cost,减免金额#|#|,cha_outp_charge_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,dm_smi,重性精神疾病患者管理信息,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-人口统计信息-住址;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗应用数据-诊断信息-诊断时间;健康医疗数据规范-医疗应用数据-特殊疾病-疾病名称
字段,,dept_code,来源科室,pat_targeted_card_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,diag_code_34,诊断编码34,emr_case_std_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
数据表,,dm_hyper_symp,疾病管理-高血压患者随访信息_症状,,,
字段,,hand_in_insur_card_flag,上交医保卡标识,pat_admission_record,,
字段,,patient_id,病人ID,pat_targeted_drug_apply_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,diag_name_39,诊断名称39,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
字段,,event_no,住院号,emr_nursing_interface_log,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,settle_cost,结算金额#|#|,cha_inp_account_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,diag_code_15,诊断编码15,emr_case_std_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,herbal_drug_code,中草药代码#|#|只针对中药,pres_inp_pres_record_extend,,健康医疗数据规范-医疗应用数据-用药信息-药品编码
数据表,,emr_patient_comm_apply_record,病人通用申请记录表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,psn_no,,zy_fee_list_d,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,doctor_title,实际会诊医生职称,emr_consultation_response,健康医疗数据规范-个人属性数据-医护人员信息-医护职称,
字段,,exec_operator_name,执行人姓名,set_item_order_detail,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,ins_method_config,医保方法配置,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,mob_pda_dosage_vein_carry_record,,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
数据表,,bil_apply_sheet_detail,,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
